"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	58	538344	10.8	8.2	13.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	10	538344	Unreliable	0.9	3.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	845	538344	157.0	146.4	167.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	54	547380	9.9	7.4	12.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	763	547380	139.4	129.5	149.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	50	556703	9.0	6.7	11.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	807	556703	145.0	135.0	155.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	54	572132	9.4	7.1	12.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	11	572132	Unreliable	1.0	3.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	733	572132	128.1	118.8	137.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	53	587582	9.0	6.8	11.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	587582	Unreliable	0.9	3.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	731	587582	124.4	115.4	133.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	59	598298	9.9	7.5	12.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	598298	Unreliable	0.8	3.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	668	598298	111.7	103.2	120.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	56	618407	9.1	6.8	11.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	12	618407	Unreliable	1.0	3.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	705	618407	114.0	105.6	122.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	57	636737	9.0	6.8	11.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	636737	Unreliable	1.0	3.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	11	636737	Unreliable	0.9	3.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	732	636737	115.0	106.6	123.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	62	657081	9.4	7.2	12.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	759	657081	115.5	107.3	123.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	74	686905	10.8	8.5	13.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	11	686905	Unreliable	0.8	2.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	801	686905	116.6	108.5	124.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	90	716528	12.6	10.1	15.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	20	716528	2.8	1.7	4.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	865	716528	120.7	112.7	128.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	104	733915	14.2	11.4	16.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	733915	Unreliable	0.7	2.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2016"	"2016"	"All other drug-induced causes"	"D9"	10	733915	Unreliable	0.7	2.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	24	733915	3.3	2.1	4.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	979	733915	133.4	125.0	141.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	114	765056	14.9	12.2	17.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	18	765056	Unreliable	1.4	3.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	880	765056	115.0	107.4	122.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	120	564991	21.2	17.4	25.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1999"	"1999"	"All other drug-induced causes"	"D9"	29	564991	5.1	3.4	7.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	44	564991	7.8	5.7	10.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	1521	564991	269.2	255.7	282.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	87	570235	15.3	12.2	18.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2000"	"2000"	"All other drug-induced causes"	"D9"	21	570235	3.7	2.3	5.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	54	570235	9.5	7.1	12.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	1517	570235	266.0	252.6	279.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	74	576102	12.8	10.1	16.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2001"	"2001"	"All other drug-induced causes"	"D9"	14	576102	Unreliable	1.3	4.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	42	576102	7.3	5.3	9.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	1542	576102	267.7	254.3	281.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	133	575965	23.1	19.2	27.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	575965	Unreliable	1.1	3.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2002"	"2002"	"All other drug-induced causes"	"D9"	32	575965	5.6	3.8	7.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	49	575965	8.5	6.3	11.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	1498	575965	260.1	246.9	273.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	113	573125	19.7	16.1	23.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2003"	"2003"	"All other drug-induced causes"	"D9"	21	573125	3.7	2.3	5.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	43	573125	7.5	5.4	10.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	1508	573125	263.1	249.8	276.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	106	571639	18.5	15.0	22.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	571639	Unreliable	0.8	3.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2004"	"2004"	"All other drug-induced causes"	"D9"	27	571639	4.7	3.1	6.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	43	571639	7.5	5.4	10.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	1386	571639	242.5	229.7	255.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	130	571002	22.8	18.9	26.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2005"	"2005"	"All other drug-induced causes"	"D9"	22	571002	3.9	2.4	5.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	37	571002	6.5	4.6	8.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	1465	571002	256.6	243.4	269.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	119	571588	20.8	17.1	24.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2006"	"2006"	"All other drug-induced causes"	"D9"	24	571588	4.2	2.7	6.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	37	571588	6.5	4.6	8.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	1328	571588	232.3	219.8	244.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	106	566413	18.7	15.2	22.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	566413	Unreliable	1.5	4.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	566413	Unreliable	1.0	3.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"All other drug-induced causes"	"D9"	15	566413	Unreliable	1.5	4.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	36	566413	6.4	4.5	8.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	1268	566413	223.9	211.5	236.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	560993	16.4	13.2	20.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2008"	"2008"	"All other drug-induced causes"	"D9"	15	560993	Unreliable	1.5	4.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	28	560993	5.0	3.3	7.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	1195	560993	213.0	200.9	225.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	90	555046	16.2	13.0	19.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	32	555046	5.8	3.9	8.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	1132	555046	203.9	192.1	215.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	85	549304	15.5	12.4	19.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	549304	Unreliable	1.3	4.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	29	549304	5.3	3.5	7.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	1048	549304	190.8	179.2	202.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	72	546557	13.2	10.3	16.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	546557	Unreliable	0.9	3.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	25	546557	4.6	3.0	6.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	1070	546557	195.8	184.0	207.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	77	550526	14.0	11.0	17.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	33	550526	6.0	4.1	8.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	1005	550526	182.6	171.3	193.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	90	553635	16.3	13.1	20.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	553635	Unreliable	0.9	3.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	34	553635	6.1	4.3	8.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	1011	553635	182.6	171.4	193.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	87	562216	15.5	12.4	19.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	39	562216	6.9	4.9	9.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	1071	562216	190.5	179.1	201.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	110	570557	19.3	15.7	22.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	38	570557	6.7	4.7	9.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	1164	570557	204.0	192.3	215.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	100	574514	17.4	14.0	20.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	45	574514	7.8	5.7	10.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	1133	574514	197.2	185.7	208.7	0.0%
